1647117003.731206,819118,23.30,44.00
1647117004.7366586,819352,23.30,44.00
1647117009.8472557,818520,23.20,44.00
1647117018.992006,818076,23.30,44.00
1647117904.1175904,710094,24.50,68.00
1647118638.6581182,709187,24.20,56.00
1647118673.2303789,706744,24.10,56.00
1647118753.5931592,709095,24.10,56.00
1647118804.441032,709608,24.10,56.00
1647119703.8402305,725808,24.70,53.00
1647120604.0805974,735144,24.50,51.00
1647121503.3531976,742674,24.40,50.00
1647122403.625899,752599,24.50,48.00
1647123304.0494337,761076,24.60,46.00
1647124203.2493503,766187,24.60,47.00
1647125103.6366968,774412,24.70,43.00
1647126004.065004,781326,24.60,43.00
1647126904.234675,790796,24.40,42.00
1647127803.3374062,800692,24.20,42.00
1647128703.530028,812469,23.70,42.00
1647129603.9495811,820177,23.10,45.00
1647130504.087103,827421,23.00,45.00
1647131403.5143864,835150,22.70,44.00
1647132303.781392,836162,22.60,45.00
1647133204.1399724,842397,22.30,46.00
1647134103.6094754,849276,22.10,47.00
1647135004.0333545,776651,22.50,49.00
1647135903.4532564,827070,23.00,72.00
1647136803.8296466,838444,22.90,73.00
1647137703.2696824,845020,23.20,59.00
1647138603.730244,848659,22.30,50.00
1647139504.149753,851015,22.40,55.00
1647140403.5530517,853737,22.20,49.00
1647141304.0139935,863325,22.90,56.00
1647142203.4579232,866884,22.60,49.00
1647143103.9293807,866731,23.10,60.00
1647144003.3774867,869158,23.00,54.00
1647144903.866054,870815,23.40,55.00
1647145803.3366184,873056,23.20,54.00
1647146703.8095157,879105,22.80,52.00
1647147604.2891757,879916,23.10,53.00
1647148503.7213278,837669,22.70,66.00
1647149404.0694036,861852,23.10,62.00
1647150303.4614387,866739,23.20,63.00
1647151203.9358833,868425,23.40,63.00
1647152103.405366,870037,23.40,63.00
1647153003.8809109,870780,23.40,65.00
1647153903.337344,875732,23.40,75.00
1647154803.8382366,878675,23.50,76.00
1647155703.306025,880080,23.30,78.00
1647156603.779959,882499,23.40,74.00
1647157504.2798493,883893,23.40,73.00
1647158403.7499774,885524,23.30,74.00
1647159304.2255597,889717,23.30,75.00
1647160203.6070127,892371,23.20,74.00
1647161104.0223024,895515,23.00,71.00
1647162003.4902785,897130,23.10,69.00
1647162903.9651272,907840,23.10,68.00
1647163803.4343245,907076,23.20,67.00
1647164703.9241345,907129,22.90,78.00
1647165603.3910134,911303,22.60,81.00
1647166503.863725,916947,22.30,82.00
1647167404.2775002,917576,22.70,69.00
1647168303.660878,918267,22.80,69.00
1647169204.0015092,920264,22.70,78.00
1647170103.3618217,922111,22.80,69.00
1647171003.8495398,923149,22.90,71.00
1647171903.1367316,922264,22.80,71.00
1647172803.3138027,925327,22.80,70.00
1647173703.7135987,924757,22.90,71.00
1647174604.1798425,927039,22.70,76.00
1647175503.5673773,927819,23.00,70.00
1647176404.032666,934027,23.10,72.00
1647177303.494038,927320,22.70,74.00
1647178203.8814905,947027,22.00,68.00
1647179103.2572865,955112,21.50,64.00
1647180003.5478427,963886,21.80,63.00
1647180904.0237622,965488,21.90,63.00
1647181803.4930658,962249,22.20,63.00
1647182703.9049013,954412,23.80,64.00
1647183603.3433661,940560,25.80,54.00
1647184503.7073045,926940,27.40,50.00
1647185404.141595,925907,27.30,45.00
1647186303.5349824,922327,29.60,38.00
1647187203.8620002,925952,28.30,38.00
1647188103.0590405,922436,30.40,34.00
1647189003.226397,916400,31.00,33.00
1647189903.625567,924305,27.90,34.00
1647190803.9452045,930327,29.70,31.00
1647191703.1609623,926522,30.00,30.00
1647192603.5335515,926215,29.60,29.00
1647193504.0222218,929254,28.90,31.00
1647194403.3171275,938154,27.40,40.00
1647195303.6460493,961704,26.80,43.00
1647196204.044535,898757,24.80,52.00
1647197104.378214,937586,23.40,55.00
1647198003.8493037,954040,23.60,54.00
1647198904.3469522,958524,23.50,57.00
1647199803.816809,959218,23.40,56.00
1647200704.289663,958562,23.50,57.00
1647201603.7271178,967726,22.60,58.00
1647202503.1525164,970746,22.00,60.00
1647203403.5534747,978944,22.10,59.00
1647204304.0199814,983237,22.00,59.00
1647205203.4891124,982623,22.60,59.00
1647206103.990224,979164,22.10,59.00
1647207003.3684175,982239,22.10,57.00
1647207903.7460961,980437,22.40,56.00
1647208804.2053194,984111,22.60,53.00
1647209703.5940073,983928,22.80,53.00
1647210603.991826,982786,22.40,53.00
1647211503.3777242,984044,22.80,52.00
1647212403.7978926,984246,23.00,53.00
1647213304.1840296,983967,22.60,52.00
1647214203.5207727,984111,22.60,51.00
1647215103.9194155,984207,22.60,52.00
1647216003.2772355,986796,22.70,53.00
1647216903.7222428,985795,22.60,55.00
1647217804.199908,986391,22.70,56.00
1647218703.629289,986796,22.80,56.00
1647219603.0553365,990804,22.40,56.00
1647220503.4917612,991762,22.50,56.00
1647221402.8718894,995819,22.40,55.00
1647222303.3363743,996441,22.20,55.00
1647223203.7380047,993177,22.30,57.00
1647224104.1656995,998419,22.20,59.00
1647225003.6750333,1002934,22.20,58.00
1647225904.345449,998672,22.50,60.00
1647226803.930216,998214,22.50,59.00
1647227703.5020468,997658,22.70,59.00
1647228604.1049743,995430,22.60,61.00
1647229503.7874796,1000967,22.60,61.00
1647230403.5235093,1000752,23.40,55.00
1647231304.0137947,991559,22.60,60.00
1647232203.4830513,992363,22.70,59.00
1647233104.0334716,1000126,22.30,60.00
1647234003.833516,1002503,22.70,59.00
1647234903.2955534,925354,23.20,64.00
1647235803.4773023,958328,23.00,64.00
1647236703.697461,974223,22.90,66.00
1647237603.8687491,990049,22.80,64.00
1647238504.1261964,1000683,22.90,66.00
1647239403.7653701,1003629,22.90,66.00
1647240304.402446,1008079,22.80,65.00
1647241203.9081843,1006073,22.80,66.00
1647242103.5257175,1010060,22.70,65.00
1647243004.1371272,1009931,22.90,65.00
1647243903.6370478,1014082,22.50,65.00
1647244804.0125194,1017932,21.90,64.00
1647245703.2244258,1022037,22.30,64.00
1647246603.8317966,1021188,22.50,65.00
1647247503.4581144,1020750,22.60,65.00
1647248403.998196,1018917,22.80,66.00
1647249303.026231,1017018,22.80,68.00
1647250203.0859208,1016462,22.80,68.00
1647251103.257337,1018370,22.60,68.00
1647252003.7616098,1022166,22.40,67.00
1647252904.4618592,1023325,22.40,67.00
1647253804.2136357,1025256,22.40,67.00
1647254704.0329266,1025606,22.20,67.00
1647255603.6303785,1031383,22.10,66.00
1647256503.9462929,1030768,22.10,66.00
1647257403.8039727,1034460,21.60,65.00
1647258304.434273,1037293,21.60,64.00
1647259204.2581,1035926,21.80,65.00
1647260103.9942353,1037983,21.70,64.00
1647261003.727703,1040297,21.30,64.00
1647261904.4631186,1044055,21.20,63.00
1647262803.8940315,1046465,21.10,64.00
1647263703.2622323,1048962,21.20,64.00
1647264603.6270993,1047365,21.20,63.00
1647265504.1132517,1044483,21.40,63.00
1647266403.551285,1044983,21.70,64.00
1647267304.1733243,1040074,21.90,66.00
1647268203.8213556,1037689,21.70,66.00
1647269104.6217341,1038916,21.40,64.00
1647270004.4290679,1039180,21.90,64.00
1647270904.0778236,1035724,22.10,65.00
1647271803.7022002,1011076,22.50,64.00
1647273602.9863493,1397031,23.10,66.00
1647274503.500671,1151486,23.80,64.00
1647275403.7918649,1136471,26.60,64.00
1647276304.1709046,1120456,28.00,59.00
1647277203.629646,1106920,29.00,54.00
1647278104.1334338,1107754,29.60,50.00
1647279003.60177,1109057,29.90,50.00
1647279904.0373042,1115178,30.20,49.00
1647280803.4784114,1126146,29.10,48.00
1647281703.882063,1141206,28.10,48.00
1647282603.209954,1151339,27.50,53.00
1647283503.675377,1154746,25.60,56.00
1647284404.1791782,1167275,24.50,60.00
1647285303.6171277,1176234,24.10,62.00
1647286204.0900662,1178978,23.80,62.00
1647287103.461694,1181113,23.90,63.00
1647288003.9610813,1184941,23.60,63.00
1647288903.4330742,1185909,23.50,62.00
1647289803.900104,1176535,23.40,62.00
1647290703.3944466,1205221,23.40,62.00
1647291603.9223752,1201049,23.50,62.00
1647292503.4210544,1196882,23.50,61.00
1647293403.894431,1195105,23.50,61.00
1647294303.497395,1228860,23.30,61.00
1647295204.0980515,1251737,23.30,61.00
1647296103.7391913,1294498,23.40,64.00
1647297004.3773503,1276655,23.30,61.00
1647297904.034047,1282072,23.40,61.00
1647298803.7050786,1248671,23.70,64.00
1647299704.3048165,1259363,23.50,62.00
1647300604.0007215,1246094,23.60,62.00
1647301503.558321,1234856,23.70,64.00
1647302404.1375415,1242614,23.50,62.00
1647303303.6880817,1237908,23.60,66.00
1647304204.4059832,1271416,23.40,65.00
1647305104.0073485,1272273,23.40,66.00
1647306003.7275639,1259475,23.40,64.00
1647306904.3967853,1252901,23.40,65.00
1647307803.9510715,1298089,23.20,65.00
1647308703.4133599,1232980,23.10,65.00
1647309603.9263768,1255916,23.10,66.00
1647310503.4537568,1265261,23.10,66.00
1647311403.6857972,1243584,22.90,66.00
1647312303.898194,1243781,22.90,66.00
1647313203.198128,1258217,22.80,66.00
1647314103.4399369,1251997,22.80,67.00
1647315003.9061754,1266075,22.90,68.00
1647315903.3113527,1254612,22.80,66.00
1647316803.8418188,1274683,22.90,67.00
1647317703.3919473,1193611,22.90,68.00
1647318603.6429558,1184160,22.80,65.00
1647319503.8829753,1198604,22.80,65.00
1647320403.2452276,1191722,22.90,69.00
1647321303.6952245,1189332,22.90,71.00
1647322204.0895646,1203038,22.80,71.00
1647323103.4654412,1186399,22.80,72.00
1647324003.8630123,1187368,22.90,73.00
1647324903.1793497,1200470,22.80,72.00
1647325803.601199,1203773,23.00,74.00
1647326704.0381892,1211591,22.70,71.00
1647327603.5059142,1207075,23.00,73.00
1647328503.7150042,1203394,22.90,72.00
1647329404.3653383,1228679,22.90,73.00
1647330303.8244662,1217014,22.80,73.00
1647331204.1663322,1207515,22.80,74.00
1647332103.3651662,1213707,22.80,74.00
1647333003.65514,1209146,22.70,73.00
1647333904.2118728,1227200,22.70,72.00
1647334803.8335094,1225264,22.60,70.00
1647335704.3260942,1213431,22.80,72.00
1647336603.895141,1207955,22.70,72.00
1647337504.4580169,1201676,22.50,71.00
1647338403.7173233,1214604,22.50,71.00
1647339304.1700537,1219609,22.50,71.00
1647340203.8051333,1214796,22.60,71.00
1647341104.3340266,1215059,22.70,71.00
1647342003.9181085,1231860,22.70,69.00
1647342904.427081,1230013,22.40,68.00
1647343803.885835,1228169,22.10,66.00
1647344704.1740627,1256388,22.00,67.00
1647345603.6965215,1228000,21.60,64.00
1647346504.050299,1229625,21.50,64.00
1647347403.559701,1235222,21.50,65.00
1647348304.206439,1226716,21.60,66.00
1647349203.8832414,1201180,21.70,67.00
1647350104.3057795,1206219,21.90,69.00
1647351003.9181485,1200506,22.20,70.00
1647351904.3934703,1195375,22.30,71.00
1647352803.8624156,1194599,22.20,69.00
1647353704.4152594,1217722,22.30,69.00
1647354603.8579726,1210445,22.60,70.00
1647355504.404658,1545807,23.60,69.00
1647356403.807106,1534386,24.90,63.00
1647357304.2727294,1152617,26.10,59.00
1647358203.738453,1137820,26.70,54.00
1647367581.2795906,832039,28.50,59.00
1647367621.9815795,832440,28.50,60.00
1647368104.2903934,827315,28.10,60.00
1647369003.760987,828718,26.70,60.00
1647369904.2570312,845252,25.10,68.00
1647370803.4778883,868195,24.40,66.00
1647371703.7157004,866560,24.20,66.00
1647372602.7927947,869141,24.20,68.00
1647373504.15794,881194,24.00,69.00
1647374403.626152,874848,24.10,69.00
1647375304.128729,868886,24.10,69.00
1647376203.3436098,917127,24.00,69.00
1647377103.3756077,853997,24.10,66.00
1647378003.4476159,867709,23.90,66.00
1647378903.8898396,873433,23.90,68.00
1647379804.39225,914412,23.90,68.00
1647380703.862017,904212,23.80,67.00
1647381603.3311408,905878,23.80,69.00
